ReportingArea,MMWRYear,MMWRWeek,TuberculosisCurrentWeek,"Tuberculosis, Current week, flag","Tuberculosis, Previous 52 weeks Max†","Tuberculosis, Previous 52 weeks Max†, flag",TuberculosisCum2021,"Tuberculosis, Cum 2021†, flag","Tuberculosis, Cum 2020†","Tuberculosis, Cum 2020†, flag","Tularemia, Current week","Tularemia, Current week, flag","Tularemia, Previous 52 weeks Max†","Tularemia, Previous 52 weeks Max†, flag","Tularemia, Cum 2021†","Tularemia, Cum 2021†, flag","Tularemia, Cum 2020†","Tularemia, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
MICHIGAN,2021,19,,-,9,,,-,32,,,-,1,,,-,,-,MICHIGAN,,20211917,POINT (-85.730977 44.874798)
GEORGIA,2021,19,,-,13,,46,,94,,,-,0,,,-,,-,GEORGIA,,20211932,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,19,3,,16,,148,,152,,,-,0,,,-,,-,,NEW YORK CITY,20211912,
ARKANSAS,2021,19,,-,3,,19,,28,,,-,3,,,-,4,,ARKANSAS,,20211944,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,19,1,,3,,2,,15,,,-,0,,,-,,-,MISSISSIPPI,,20211941,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,19,,-,1,,4,,9,,,-,0,,,-,,-,SOUTH DAKOTA,,20211927,POINT (-100.230491 44.43614)
WYOMING,2021,19,,-,0,,,-,,-,,-,1,,,-,,-,WYOMING,,20211956,POINT (-107.55145 42.999627)
MISSOURI,2021,19,,-,5,,20,,20,,,-,2,,1,,3,,MISSOURI,,20211924,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,19,6,,102,,297,,312,,,-,1,,,-,,-,,MIDDLE ATLANTIC,20211909,
CALIFORNIA,2021,19,2,,60,,318,,618,,,-,0,,,-,1,,CALIFORNIA,,20211959,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,19,,-,2,,1,,8,,,-,0,,,-,,-,WEST VIRGINIA,,20211937,POINT (-80.613729 38.642579)
FLORIDA,2021,19,,-,14,,,-,158,,,-,0,,,-,,-,FLORIDA,,20211931,POINT (-82.420978 28.260731)
MONTANA,2021,19,,-,3,,,-,,-,,-,0,,,-,1,,MONTANA,,20211952,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,19,,-,24,,63,,116,,1,,3,,3,,6,,,WEST NORTH CENTRAL,20211920,
MASSACHUSETTS,2021,19,,-,7,,46,,53,,,-,1,,,-,1,,MASSACHUSETTS,,20211905,POINT (-71.481104 42.151077)
MOUNTAIN,2021,19,,-,15,,88,,131,,,-,1,,1,,2,,,MOUNTAIN,20211948,
INDIANA,2021,19,4,,5,,28,,34,,,-,1,,,-,,-,INDIANA,,20211916,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,19,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20211969,
US TERRITORIES,2021,19,,-,7,,23,,44,,,-,0,,,-,,-,,US TERRITORIES,20211963,
TOTAL,2021,15,39,,303,,1199,,2092,,1,,8,,3,,13,,,TOTAL,20211570,
US RESIDENTS,2021,14,32,,295,,1025,,1953,,,-,8,,1,,12,,,US RESIDENTS,20211401,
NEW HAMPSHIRE,2021,14,,-,3,,,-,6,,,-,1,,,-,,-,NEW HAMPSHIRE,,20211406,POINT (-71.57139 43.680429)
NEW YORK,2021,14,1,,12,,28,,44,,,-,1,,,-,,-,NEW YORK,,20211411,POINT (-75.59655 42.921241)
PACIFIC,2021,14,6,,69,,310,,574,,,-,3,,,-,1,,,PACIFIC,20211457,
WEST SOUTH CENTRAL,2021,14,2,,30,,183,,321,,,-,2,,1,,3,,,WEST SOUTH CENTRAL,20211443,
NEBRASKA,2021,14,,-,4,,,-,9,,,-,1,,,-,,-,NEBRASKA,,20211425,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,14,4,,16,,45,,83,,,-,1,,,-,,-,,EAST SOUTH CENTRAL,20211438,
NORTH DAKOTA,2021,14,1,,3,,3,,4,,,-,2,,,-,,-,NORTH DAKOTA,,20211426,POINT (-100.46931 47.446305)
NEVADA,2021,14,1,,4,,19,,13,,,-,0,,,-,,-,NEVADA,,20211453,POINT (-114.916992 39.283294)
ILLINOIS,2021,14,,-,35,,34,,50,,,-,1,,,-,1,,ILLINOIS,,20211415,POINT (-89.148632 40.124144)
IOWA,2021,14,,-,3,,,-,10,,,-,1,,,-,,-,IOWA,,20211421,POINT (-93.500061 42.074659)
TEXAS,2021,14,,-,25,,140,,259,,,-,0,,,-,,-,TEXAS,,20211447,POINT (-99.317341 31.447238)
ALASKA,2021,14,,-,4,,16,,22,,,-,0,,,-,,-,ALASKA,,20211458,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,14,,-,2,,1,,9,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20211430,POINT (-77.016275 38.904785)
WASHINGTON,2021,14,,-,9,,50,,50,,,-,2,,,-,,-,WASHINGTON,,20211462,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,14,3,,8,,43,,85,,,-,1,,,-,,-,,NEW ENGLAND,20211402,
RHODE ISLAND,2021,14,,-,2,,3,,4,,,-,0,,,-,,-,RHODE ISLAND,,20211407,POINT (-71.534637 41.572574)
OREGON,2021,14,,-,4,,17,,21,,,-,1,,,-,,-,OREGON,,20211461,POINT (-120.605279 43.940449)
DELAWARE,2021,14,,-,2,,2,,6,,,-,1,,,-,,-,DELAWARE,,20211429,POINT (-75.452394 38.994926)
ALABAMA,2021,14,,-,6,,15,,17,,,-,1,,,-,,-,ALABAMA,,20211439,POINT (-86.844516 32.756889)
KANSAS,2021,14,,-,6,,3,,6,,,-,1,,,-,2,,KANSAS,,20211422,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,14,5,,21,,12,,21,,,-,1,,,-,,-,NORTH CAROLINA,,20211434,POINT (-79.130883 35.52603)
GUAM,2021,14,1,,3,,17,,20,,,-,0,,,-,,-,GUAM,,20211466,POINT (144.653198 13.3532)
NEW JERSEY,2021,14,3,,85,,31,,36,,,-,1,,,-,,-,NEW JERSEY,,20211410,POINT (-74.655514 40.110253)
NEW MEXICO,2021,14,,-,3,,3,,6,,,-,1,,,-,,-,NEW MEXICO,,20211454,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,14,2,,41,,107,,143,,,-,2,,,-,1,,,EAST NORTH CENTRAL,20211414,
TENNESSEE,2021,14,2,,6,,17,,41,,,-,1,,,-,,-,TENNESSEE,,20211442,POINT (-86.343226 35.842998)
CONNECTICUT,2021,14,,-,4,,10,,22,,,-,0,,,-,,-,CONNECTICUT,,20211403,POINT (-72.738288 41.575155)
MARYLAND,2021,14,,-,7,,,-,37,,,-,0,,,-,,-,MARYLAND,,20211433,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,14,1,,8,,16,,2,,,-,0,,,-,,-,SOUTH CAROLINA,,20211435,POINT (-80.864614 33.878572)
OKLAHOMA,2021,14,,-,5,,6,,16,,,-,1,,1,,,-,OKLAHOMA,,20211446,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,14,,-,4,,,-,6,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20211465,POINT (145.725693 15.1834)
OHIO,2021,14,,-,35,,43,,26,,,-,0,,,-,,-,OHIO,,20211418,POINT (-82.70936 40.415534)
MINNESOTA,2021,14,,-,17,,13,,30,,,-,0,,,-,,-,MINNESOTA,,20211423,POINT (-94.198308 46.349153)
LOUISIANA,2021,14,2,,7,,21,,26,,,-,1,,,-,,-,LOUISIANA,,20211445,POINT (-91.840238 30.921314)
HAWAII,2021,14,1,,5,,28,,24,,,-,0,,,-,,-,HAWAII,,20211460,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,14,7,,50,,81,,325,,,-,1,,,-,1,,,SOUTH ATLANTIC,20211428,
PENNSYLVANIA,2021,14,1,,10,,35,,41,,,-,0,,,-,,-,PENNSYLVANIA,,20211413,POINT (-77.838886 40.896694)
UTAH,2021,14,,-,4,,2,,10,,,-,0,,,-,,-,UTAH,,20211455,POINT (-111.678222 39.323779)
COLORADO,2021,14,,-,7,,15,,14,,,-,1,,,-,,-,COLORADO,,20211450,POINT (-105.547832 38.998552)
VERMONT,2021,14,,-,1,,,-,1,,,-,0,,,-,,-,VERMONT,,20211408,POINT (-72.662695 44.075252)
KENTUCKY,2021,14,1,,8,,12,,15,,,-,1,,,-,,-,KENTUCKY,,20211440,POINT (-85.290484 37.526683)
PUERTO RICO,2021,14,1,,4,,3,,6,,,-,0,,,-,,-,PUERTO RICO,,20211467,POINT (-66.414655 18.215692)
MAINE,2021,14,1,,2,,3,,4,,,-,0,,,-,,-,MAINE,,20211404,POINT (-69.06137 45.117911)
VIRGINIA,2021,14,1,,16,,21,,35,,,-,0,,,-,1,,VIRGINIA,,20211436,POINT (-78.666382 37.510861)
ARIZONA,2021,14,,-,8,,16,,52,,,-,0,,,-,1,,ARIZONA,,20211449,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,14,,-,1,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20211464,
WISCONSIN,2021,14,,-,3,,13,,13,,,-,1,,,-,,-,WISCONSIN,,20211419,POINT (-89.732969 44.639954)
IDAHO,2021,14,,-,2,,,-,4,,,-,1,,,-,,-,IDAHO,,20211451,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,14,,-,1,,,-,1,,,-,0,,,-,,-,VIRGIN ISLANDS,,20211468,POINT (-64.840836 18.060868)
MICHIGAN,2021,14,,-,9,,,-,26,,,-,1,,,-,,-,MICHIGAN,,20211417,POINT (-85.730977 44.874798)
GEORGIA,2021,14,,-,12,,29,,83,,,-,0,,,-,,-,GEORGIA,,20211432,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,14,,-,16,,66,,121,,,-,0,,,-,,-,,NEW YORK CITY,20211412,
ARKANSAS,2021,14,,-,4,,16,,20,,,-,2,,,-,3,,ARKANSAS,,20211444,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,14,1,,3,,1,,10,,,-,0,,,-,,-,MISSISSIPPI,,20211441,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,14,,-,1,,,-,8,,,-,0,,,-,,-,SOUTH DAKOTA,,20211427,POINT (-100.230491 44.43614)
WYOMING,2021,14,,-,0,,,-,,-,,-,1,,,-,,-,WYOMING,,20211456,POINT (-107.55145 42.999627)
MISSOURI,2021,14,1,,6,,22,,14,,,-,2,,,-,2,,MISSOURI,,20211424,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,14,5,,101,,160,,242,,,-,1,,,-,,-,,MIDDLE ATLANTIC,20211409,
CALIFORNIA,2021,14,5,,61,,199,,457,,,-,0,,,-,1,,CALIFORNIA,,20211459,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,14,,-,2,,,-,6,,,-,0,,,-,,-,WEST VIRGINIA,,20211437,POINT (-80.613729 38.642579)
FLORIDA,2021,14,,-,14,,,-,126,,,-,0,,,-,,-,FLORIDA,,20211431,POINT (-82.420978 28.260731)
MONTANA,2021,14,,-,3,,,-,,-,,-,0,,,-,1,,MONTANA,,20211452,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,14,2,,24,,41,,81,,,-,3,,,-,4,,,WEST NORTH CENTRAL,20211420,
MASSACHUSETTS,2021,14,2,,6,,27,,48,,,-,1,,,-,,-,MASSACHUSETTS,,20211405,POINT (-71.481104 42.151077)
MOUNTAIN,2021,14,1,,15,,55,,99,,,-,1,,,-,2,,,MOUNTAIN,20211448,
INDIANA,2021,14,2,,5,,17,,28,,,-,1,,,-,,-,INDIANA,,20211416,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,14,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20211469,
US TERRITORIES,2021,14,2,,7,,20,,33,,,-,0,,,-,,-,,US TERRITORIES,20211463,
TOTAL,2021,16,37,,303,,1320,,2220,,,-,8,,3,,14,,,TOTAL,20211670,
US RESIDENTS,2021,17,55,,296,,1439,,2278,,,-,8,,4,,16,,,US RESIDENTS,20211701,
NEW HAMPSHIRE,2021,17,1,,3,,4,,6,,,-,1,,,-,,-,NEW HAMPSHIRE,,20211706,POINT (-71.57139 43.680429)
NEW YORK,2021,17,1,,12,,38,,51,,,-,1,,,-,,-,NEW YORK,,20211711,POINT (-75.59655 42.921241)
PACIFIC,2021,17,16,,68,,406,,693,,,-,3,,,-,1,,,PACIFIC,20211757,
WEST SOUTH CENTRAL,2021,17,4,,30,,240,,388,,,-,3,,1,,5,,,WEST SOUTH CENTRAL,20211743,
NEBRASKA,2021,17,,-,4,,,-,11,,,-,1,,,-,,-,NEBRASKA,,20211725,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,17,2,,16,,63,,89,,,-,1,,2,,,-,,EAST SOUTH CENTRAL,20211738,
NORTH DAKOTA,2021,17,,-,3,,3,,5,,,-,2,,,-,,-,NORTH DAKOTA,,20211726,POINT (-100.46931 47.446305)
NEVADA,2021,17,1,,4,,23,,15,,,-,0,,,-,,-,NEVADA,,20211753,POINT (-114.916992 39.283294)
ILLINOIS,2021,17,,-,35,,49,,50,,,-,1,,,-,1,,ILLINOIS,,20211715,POINT (-89.148632 40.124144)
IOWA,2021,17,,-,3,,2,,16,,,-,1,,,-,,-,IOWA,,20211721,POINT (-93.500061 42.074659)
TEXAS,2021,17,,-,25,,189,,307,,,-,0,,,-,,-,TEXAS,,20211747,POINT (-99.317341 31.447238)
ALASKA,2021,17,1,,4,,20,,28,,,-,0,,,-,,-,ALASKA,,20211758,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,17,,-,2,,1,,9,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20211730,POINT (-77.016275 38.904785)
WASHINGTON,2021,17,,-,9,,61,,57,,,-,2,,,-,,-,WASHINGTON,,20211762,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,17,3,,9,,65,,92,,,-,1,,,-,1,,,NEW ENGLAND,20211702,
RHODE ISLAND,2021,17,,-,2,,3,,4,,,-,0,,,-,,-,RHODE ISLAND,,20211707,POINT (-71.534637 41.572574)
OREGON,2021,17,,-,4,,17,,23,,,-,1,,,-,,-,OREGON,,20211761,POINT (-120.605279 43.940449)
DELAWARE,2021,17,,-,2,,2,,6,,,-,1,,,-,,-,DELAWARE,,20211729,POINT (-75.452394 38.994926)
ALABAMA,2021,17,2,,6,,19,,20,,,-,1,,,-,,-,ALABAMA,,20211739,POINT (-86.844516 32.756889)
KANSAS,2021,17,,-,6,,9,,6,,,-,1,,,-,2,,KANSAS,,20211722,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,17,2,,21,,21,,40,,,-,1,,,-,,-,NORTH CAROLINA,,20211734,POINT (-79.130883 35.52603)
GUAM,2021,17,,-,3,,19,,25,,,-,0,,,-,,-,GUAM,,20211766,POINT (144.653198 13.3532)
NEW JERSEY,2021,17,8,,85,,48,,42,,,-,1,,,-,,-,NEW JERSEY,,20211710,POINT (-74.655514 40.110253)
NEW MEXICO,2021,17,,-,3,,8,,7,,,-,1,,,-,,-,NEW MEXICO,,20211754,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,17,1,,41,,128,,150,,,-,2,,,-,1,,,EAST NORTH CENTRAL,20211714,
TENNESSEE,2021,17,,-,7,,27,,42,,,-,1,,,-,,-,TENNESSEE,,20211742,POINT (-86.343226 35.842998)
CONNECTICUT,2021,17,,-,4,,14,,25,,,-,0,,,-,,-,CONNECTICUT,,20211703,POINT (-72.738288 41.575155)
MARYLAND,2021,17,1,,7,,41,,44,,,-,0,,,-,,-,MARYLAND,,20211733,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,17,4,,8,,20,,6,,,-,0,,,-,,-,SOUTH CAROLINA,,20211735,POINT (-80.864614 33.878572)
OKLAHOMA,2021,17,,-,5,,6,,19,,,-,1,,1,,1,,OKLAHOMA,,20211746,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,17,,-,4,,,-,8,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20211765,POINT (145.725693 15.1834)
OHIO,2021,17,,-,35,,43,,26,,,-,0,,,-,,-,OHIO,,20211718,POINT (-82.70936 40.415534)
MINNESOTA,2021,17,6,,17,,20,,31,,,-,0,,,-,,-,MINNESOTA,,20211723,POINT (-94.198308 46.349153)
LOUISIANA,2021,17,4,,7,,27,,36,,,-,1,,,-,,-,LOUISIANA,,20211745,POINT (-91.840238 30.921314)
HAWAII,2021,17,3,,5,,37,,28,,,-,0,,,-,,-,HAWAII,,20211760,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,17,10,,50,,148,,381,,,-,1,,,-,1,,,SOUTH ATLANTIC,20211728,
PENNSYLVANIA,2021,17,,-,10,,46,,44,,,-,0,,,-,,-,PENNSYLVANIA,,20211713,POINT (-77.838886 40.896694)
UTAH,2021,17,,-,4,,2,,11,,,-,0,,,-,,-,UTAH,,20211755,POINT (-111.678222 39.323779)
COLORADO,2021,17,1,,7,,19,,17,,,-,1,,,-,,-,COLORADO,,20211750,POINT (-105.547832 38.998552)
VERMONT,2021,17,,-,1,,,-,1,,,-,0,,,-,,-,VERMONT,,20211708,POINT (-72.662695 44.075252)
KENTUCKY,2021,17,,-,8,,16,,16,,,-,1,,2,,,-,KENTUCKY,,20211740,POINT (-85.290484 37.526683)
PUERTO RICO,2021,17,,-,4,,3,,6,,,-,0,,,-,,-,PUERTO RICO,,20211767,POINT (-66.414655 18.215692)
MAINE,2021,17,,-,2,,4,,5,,,-,0,,,-,,-,MAINE,,20211704,POINT (-69.06137 45.117911)
VIRGINIA,2021,17,3,,16,,30,,40,,,-,1,,,-,1,,VIRGINIA,,20211736,POINT (-78.666382 37.510861)
ARIZONA,2021,17,,-,8,,27,,60,,,-,0,,,-,1,,ARIZONA,,20211749,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,17,,-,1,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20211764,
WISCONSIN,2021,17,,-,3,,15,,13,,,-,1,,,-,,-,WISCONSIN,,20211719,POINT (-89.732969 44.639954)
IDAHO,2021,17,,-,1,,,-,6,,,-,1,,,-,,-,IDAHO,,20211751,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,17,,-,0,,,-,2,,,-,0,,,-,,-,VIRGIN ISLANDS,,20211768,POINT (-64.840836 18.060868)
MICHIGAN,2021,17,,-,9,,,-,28,,,-,1,,,-,,-,MICHIGAN,,20211717,POINT (-85.730977 44.874798)
GEORGIA,2021,17,,-,12,,32,,89,,,-,0,,,-,,-,GEORGIA,,20211732,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,17,2,,16,,128,,136,,,-,0,,,-,,-,,NEW YORK CITY,20211712,
ARKANSAS,2021,17,,-,3,,18,,26,,,-,3,,,-,4,,ARKANSAS,,20211744,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,17,,-,3,,1,,11,,,-,0,,,-,,-,MISSISSIPPI,,20211741,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,17,,-,1,,,-,9,,,-,0,,,-,,-,SOUTH DAKOTA,,20211727,POINT (-100.230491 44.43614)
WYOMING,2021,17,,-,0,,,-,,-,,-,1,,,-,,-,WYOMING,,20211756,POINT (-107.55145 42.999627)
MISSOURI,2021,17,,-,5,,16,,18,,,-,2,,1,,3,,MISSOURI,,20211724,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,17,11,,101,,260,,273,,,-,1,,,-,,-,,MIDDLE ATLANTIC,20211709,
CALIFORNIA,2021,17,12,,60,,271,,557,,,-,0,,,-,1,,CALIFORNIA,,20211759,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,17,,-,2,,1,,6,,,-,0,,,-,,-,WEST VIRGINIA,,20211737,POINT (-80.613729 38.642579)
FLORIDA,2021,17,,-,14,,,-,141,,,-,0,,,-,,-,FLORIDA,,20211731,POINT (-82.420978 28.260731)
MONTANA,2021,17,,-,3,,,-,,-,,-,0,,,-,1,,MONTANA,,20211752,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,17,6,,24,,50,,96,,,-,3,,1,,5,,,WEST NORTH CENTRAL,20211720,
TOTAL,2021,17,55,,303,,1461,,2319,,,-,8,,4,,16,,,TOTAL,20211770,
TOTAL,2021,18,46,,306,,1590,,2458,,,-,8,,5,,18,,,TOTAL,20211870,
US RESIDENTS,2021,15,38,,296,,1178,,2057,,1,,8,,3,,13,,,US RESIDENTS,20211501,
NEW HAMPSHIRE,2021,15,,-,3,,3,,6,,,-,1,,,-,,-,NEW HAMPSHIRE,,20211506,POINT (-71.57139 43.680429)
NEW YORK,2021,15,,-,12,,30,,47,,,-,1,,,-,,-,NEW YORK,,20211511,POINT (-75.59655 42.921241)
PACIFIC,2021,15,3,,69,,336,,607,,,-,3,,,-,1,,,PACIFIC,20211557,
WEST SOUTH CENTRAL,2021,15,1,,30,,207,,347,,,-,3,,1,,3,,,WEST SOUTH CENTRAL,20211543,
NEBRASKA,2021,15,,-,4,,,-,9,,,-,1,,,-,,-,NEBRASKA,,20211525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,15,11,,16,,56,,84,,1,,1,,1,,,-,,EAST SOUTH CENTRAL,20211538,
NORTH DAKOTA,2021,15,,-,3,,3,,4,,,-,2,,,-,,-,NORTH DAKOTA,,20211526,POINT (-100.46931 47.446305)
NEVADA,2021,15,1,,4,,21,,14,,,-,0,,,-,,-,NEVADA,,20211553,POINT (-114.916992 39.283294)
ILLINOIS,2021,15,,-,35,,41,,50,,,-,1,,,-,1,,ILLINOIS,,20211515,POINT (-89.148632 40.124144)
IOWA,2021,15,,-,3,,,-,12,,,-,1,,,-,,-,IOWA,,20211521,POINT (-93.500061 42.074659)
TEXAS,2021,15,,-,25,,163,,277,,,-,0,,,-,,-,TEXAS,,20211547,POINT (-99.317341 31.447238)
ALASKA,2021,15,,-,4,,16,,23,,,-,0,,,-,,-,ALASKA,,20211558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,15,,-,2,,1,,9,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20211530,POINT (-77.016275 38.904785)
WASHINGTON,2021,15,,-,9,,57,,53,,,-,2,,,-,,-,WASHINGTON,,20211562,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,15,,-,8,,48,,87,,,-,1,,,-,,-,,NEW ENGLAND,20211502,
RHODE ISLAND,2021,15,,-,2,,3,,4,,,-,0,,,-,,-,RHODE ISLAND,,20211507,POINT (-71.534637 41.572574)
OREGON,2021,15,,-,4,,17,,21,,,-,1,,,-,,-,OREGON,,20211561,POINT (-120.605279 43.940449)
DELAWARE,2021,15,,-,2,,2,,6,,,-,1,,,-,,-,DELAWARE,,20211529,POINT (-75.452394 38.994926)
ALABAMA,2021,15,1,,6,,16,,18,,,-,1,,,-,,-,ALABAMA,,20211539,POINT (-86.844516 32.756889)
KANSAS,2021,15,1,,6,,9,,6,,,-,1,,,-,2,,KANSAS,,20211522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,15,1,,21,,13,,28,,,-,1,,,-,,-,NORTH CAROLINA,,20211534,POINT (-79.130883 35.52603)
GUAM,2021,15,1,,3,,18,,22,,,-,0,,,-,,-,GUAM,,20211566,POINT (144.653198 13.3532)
NEW JERSEY,2021,15,3,,85,,34,,36,,,-,1,,,-,,-,NEW JERSEY,,20211510,POINT (-74.655514 40.110253)
NEW MEXICO,2021,15,,-,3,,8,,6,,,-,1,,,-,,-,NEW MEXICO,,20211554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,15,1,,41,,115,,145,,,-,2,,,-,1,,,EAST NORTH CENTRAL,20211514,
TENNESSEE,2021,15,7,,6,,24,,41,,,-,1,,,-,,-,TENNESSEE,,20211542,POINT (-86.343226 35.842998)
CONNECTICUT,2021,15,,-,4,,10,,23,,,-,0,,,-,,-,CONNECTICUT,,20211503,POINT (-72.738288 41.575155)
MARYLAND,2021,15,,-,8,,9,,40,,,-,0,,,-,,-,MARYLAND,,20211533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,15,,-,8,,16,,6,,,-,0,,,-,,-,SOUTH CAROLINA,,20211535,POINT (-80.864614 33.878572)
OKLAHOMA,2021,15,,-,5,,6,,17,,,-,1,,1,,,-,OKLAHOMA,,20211546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,15,,-,4,,,-,6,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20211565,POINT (145.725693 15.1834)
OHIO,2021,15,,-,35,,43,,26,,,-,0,,,-,,-,OHIO,,20211518,POINT (-82.70936 40.415534)
MINNESOTA,2021,15,,-,17,,13,,30,,,-,0,,,-,,-,MINNESOTA,,20211523,POINT (-94.198308 46.349153)
LOUISIANA,2021,15,1,,7,,22,,31,,,-,1,,,-,,-,LOUISIANA,,20211545,POINT (-91.840238 30.921314)
HAWAII,2021,15,,-,5,,29,,27,,,-,0,,,-,,-,HAWAII,,20211560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,15,3,,50,,93,,345,,,-,1,,,-,1,,,SOUTH ATLANTIC,20211528,
PENNSYLVANIA,2021,15,6,,10,,42,,41,,,-,0,,,-,,-,PENNSYLVANIA,,20211513,POINT (-77.838886 40.896694)
UTAH,2021,15,,-,4,,2,,11,,,-,0,,,-,,-,UTAH,,20211555,POINT (-111.678222 39.323779)
COLORADO,2021,15,1,,7,,17,,14,,,-,1,,,-,,-,COLORADO,,20211550,POINT (-105.547832 38.998552)
VERMONT,2021,15,,-,1,,,-,1,,,-,0,,,-,,-,VERMONT,,20211508,POINT (-72.662695 44.075252)
KENTUCKY,2021,15,3,,8,,15,,15,,1,,1,,1,,,-,KENTUCKY,,20211540,POINT (-85.290484 37.526683)
PUERTO RICO,2021,15,,-,4,,3,,6,,,-,0,,,-,,-,PUERTO RICO,,20211567,POINT (-66.414655 18.215692)
MAINE,2021,15,,-,2,,3,,4,,,-,0,,,-,,-,MAINE,,20211504,POINT (-69.06137 45.117911)
VIRGINIA,2021,15,2,,16,,23,,37,,,-,0,,,-,1,,VIRGINIA,,20211536,POINT (-78.666382 37.510861)
ARIZONA,2021,15,,-,8,,17,,54,,,-,0,,,-,1,,ARIZONA,,20211549,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,15,,-,1,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20211564,
WISCONSIN,2021,15,,-,3,,13,,13,,,-,1,,,-,,-,WISCONSIN,,20211519,POINT (-89.732969 44.639954)
IDAHO,2021,15,,-,1,,,-,6,,,-,1,,,-,,-,IDAHO,,20211551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,15,,-,1,,,-,1,,,-,0,,,-,,-,VIRGIN ISLANDS,,20211568,POINT (-64.840836 18.060868)
MICHIGAN,2021,15,,-,9,,,-,27,,,-,1,,,-,,-,MICHIGAN,,20211517,POINT (-85.730977 44.874798)
GEORGIA,2021,15,,-,12,,29,,83,,,-,0,,,-,,-,GEORGIA,,20211532,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,15,6,,16,,117,,126,,,-,0,,,-,,-,,NEW YORK CITY,20211512,
ARKANSAS,2021,15,,-,4,,16,,22,,,-,3,,,-,3,,ARKANSAS,,20211544,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,15,,-,3,,1,,10,,,-,0,,,-,,-,MISSISSIPPI,,20211541,POINT (-89.65344 32.713378)
